suttacode	pts	english_title	pali_title	nikayacode	collection_name	chaptercode	chapter_name	vagga	samyutta	section	main_theme	subtopic	summary	key_excerpt1	key_excerpt2	similes	stage	training	aspect	teacher	audience	method	length	prominence	formulas	nikayas_parallels	āgamas_parallels	taisho_parallels	sanskrit_parallels	vinaya_parallels	others_parallels	partial_parallels_nā	partial_parallels_all	suggested_suttas	suttacentral	dhamma.gift	thebuddhaswords	dhammapearls	bw_legacy								
AN1.219-234		Foremost	Etadagga	AN	Aṅguttara Nikāya	AN1	Foremost	Etadvagga		AN1.211-220	Encourage	Foremost disciples	The foremost of my monk disciples in certain qualities  1.188 - 234	The foremost of my nun disciples  in certain qualities  1.235 - 247	The foremost of my lay disciples  in certain qualities  1.248 - 267		Beginning	Paññā	Inspiration	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.219-234/en/sujato	https://dhamma.gift/read/?q=an1.219-234	https://thebuddhaswords.net/an/an1.219-234.html		https://find.dhamma.gift/bw/an/an1.219-234.html#content								
AN1.22	A i 5	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.22/en/sujato	https://dhamma.gift/read/?q=an1.22	https://thebuddhaswords.net/an/an1.22.html		https://find.dhamma.gift/bw/an/an1.22.html#content								
AN1.23	A i 5	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.23/en/sujato	https://dhamma.gift/read/?q=an1.23	https://thebuddhaswords.net/an/an1.23.html		https://find.dhamma.gift/bw/an/an1.23.html#content								
AN1.235-247		Foremost	Etadagga	AN	Aṅguttara Nikāya	AN1	Foremost	Etadvagga		AN1.231-240	Encourage	Foremost disciples	The foremost of my monk disciples in certain qualities  1.188 - 234	The foremost of my nun disciples  in certain qualities  1.235 - 247	The foremost of my lay disciples  in certain qualities  1.248 - 267		Beginning	Paññā	Inspiration	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.235-247/en/sujato	https://dhamma.gift/read/?q=an1.235-247	https://thebuddhaswords.net/an/an1.235-247.html		https://find.dhamma.gift/bw/an/an1.235-247.html#content								
AN1.24	A i 5	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.24/en/sujato	https://dhamma.gift/read/?q=an1.24	https://thebuddhaswords.net/an/an1.24.html		https://find.dhamma.gift/bw/an/an1.24.html#content								
AN1.248-257		Foremost	Etadagga	AN	Aṅguttara Nikāya	AN1	Foremost	Etadvagga		AN1.241-250	Encourage	Foremost disciples	The foremost of my monk disciples in certain qualities  1.188 - 234	The foremost of my nun disciples  in certain qualities  1.235 - 247	The foremost of my lay disciples  in certain qualities  1.248 - 267		Beginning	Paññā	Inspiration	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.248-257/en/sujato	https://dhamma.gift/read/?q=an1.248-257	https://thebuddhaswords.net/an/an1.248-257.html		https://find.dhamma.gift/bw/an/an1.248-257.html#content								
AN1.25	A i 5	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.25/en/sujato	https://dhamma.gift/read/?q=an1.25	https://thebuddhaswords.net/an/an1.25.html		https://find.dhamma.gift/bw/an/an1.25.html#content								
AN1.258-267		Foremost	Etadagga	AN	Aṅguttara Nikāya	AN1	Foremost	Etadvagga		AN1.251-260	Encourage	Foremost disciples	The foremost of my monk disciples in certain qualities  1.188 - 234	The foremost of my nun disciples  in certain qualities  1.235 - 247	The foremost of my lay disciples  in certain qualities  1.248 - 267		Beginning	Paññā	Inspiration	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.258-267/en/sujato	https://dhamma.gift/read/?q=an1.258-267	https://thebuddhaswords.net/an/an1.258-267.html		https://find.dhamma.gift/bw/an/an1.258-267.html#content								
AN1.26	A i 5	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.26/en/sujato	https://dhamma.gift/read/?q=an1.26	https://thebuddhaswords.net/an/an1.26.html		https://find.dhamma.gift/bw/an/an1.26.html#content								
AN1.268	A i 26	Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.261-270	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief			MN115	MA181	T1509.24A; T1537.10; T776	UP1.032		D297	MN115; MA181	MN115; D297; MA181; T1537.10; T776; UP1.032; T1509.24A		https://suttacentral.net/an1.268/en/sujato	https://dhamma.gift/read/?q=an1.268	https://thebuddhaswords.net/an/an1.268.html		https://find.dhamma.gift/bw/an/an1.268.html#content								
AN1.269		Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.261-270	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief			MN115	MA181	T1509.24A; T1537.10; T776	UP1.032		D297	MN115; MA181	MN115; D297; MA181; T1537.10; T776; UP1.032; T1509.24A		https://suttacentral.net/an1.269/en/sujato	https://dhamma.gift/read/?q=an1.269	https://thebuddhaswords.net/an/an1.269.html		https://find.dhamma.gift/bw/an/an1.269.html#content								
AN1.27	A i 6	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.27/en/sujato	https://dhamma.gift/read/?q=an1.27	https://thebuddhaswords.net/an/an1.27.html		https://find.dhamma.gift/bw/an/an1.27.html#content								
AN1.270		Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.261-270	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief			MN115	MA181	T1509.24A; T1537.10; T776	UP1.032		D297	MN115; MA181	MN115; D297; MA181; T1537.10; T776; UP1.032; T1509.24A		https://suttacentral.net/an1.270/en/sujato	https://dhamma.gift/read/?q=an1.270	https://thebuddhaswords.net/an/an1.270.html		https://find.dhamma.gift/bw/an/an1.270.html#content								
AN1.271-276		Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.271-280	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.271-276/en/sujato	https://dhamma.gift/read/?q=an1.271-276	https://thebuddhaswords.net/an/an1.271-276.html		https://find.dhamma.gift/bw/an/an1.271-276.html#content								
AN1.277		Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.271-280	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief			MN115	MA181	T1509.24A; T1537.10; T776	UP1.032		D297	MN115; MA181	MN115; D297; MA181; T1537.10; T776; UP1.032; T1509.24A		https://suttacentral.net/an1.277/en/sujato	https://dhamma.gift/read/?q=an1.277	https://thebuddhaswords.net/an/an1.277.html		https://find.dhamma.gift/bw/an/an1.277.html#content								
AN1.278	A i 28	Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.271-280	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.278/en/sujato	https://dhamma.gift/read/?q=an1.278	https://thebuddhaswords.net/an/an1.278.html		https://find.dhamma.gift/bw/an/an1.278.html#content								
AN1.279-283		Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.271-280	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.279-283/en/sujato	https://dhamma.gift/read/?q=an1.279-283	https://thebuddhaswords.net/an/an1.279-283.html		https://find.dhamma.gift/bw/an/an1.279-283.html#content								
AN1.28	A i 6	Useless	Akammaniya	AN	Aṅguttara Nikāya	AN1	Useless	Akammaniyvagga		AN1.21-30	Mind traits	Mind qualities	The Buddha  enumerates twenty things of singular importance to the spiritual path.	Developed  and cultivated mind, with its potential realized, is workable, very beneficial, and brings happiness	An undeveloped mind, with untapped potential, is very harmful, useless and bring much suffering		Beginning	Samādhi	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.28/en/sujato	https://dhamma.gift/read/?q=an1.28	https://thebuddhaswords.net/an/an1.28.html		https://find.dhamma.gift/bw/an/an1.28.html#content								
AN1.284		Impossible	Aṭṭhāna	AN	Aṅguttara Nikāya	AN1	Impossible	Aṭṭhānvagga		AN1.281-290	Kamma	Possible impossible	It's impossible for a person accomplished in view to take any condition as permanent, nor pleasant, nor anything as self, nor murder their mother or father, or Arahant, nor injured a Buddha , or schism in Sangha nor acknowledge another teacher	It's impossible for 2 Buddha s or 2 wheel-turning monarch to arise in the same solar system at the same time, nor a woman to be a Buddha , a wheel turning monarch, Brahma, sakka nor Mara	It's impossible for an agreeable result to come from bad bodily, verbally mentally conduct, nor vice versa, nor for  who has engaged in bad bodily, verbally or mentally  conduct, could for that reason alone,  after death, be reborn in a good place, nor vice versa		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an1.284/en/sujato	https://dhamma.gift/read/?q=an1.284	https://thebuddhaswords.net/an/an1.284.html		https://find.dhamma.gift/bw/an/an1.284.html#content								
